data,produto,categoria,loja,cidade,preco,quantidade,desconto,cliente
2023-03-18,Sabonete,Higiene,Loja A,Rio de Janeiro,21.86,9,0.3,Vinicius Silva
2023-03-16,Papel Higiênico,Higiene,Loja A,Rio de Janeiro,7.27,2,0.11,Breno Nascimento
2023-09-26,Café,Bebidas,Loja B,Rio de Janeiro,18.8,16,0.02,Milena da Rocha
2023-08-07,Arroz,Alimentos,Loja C,São Paulo,15.65,9,0.28,Maria Julia Dias
2023-12-31,Papel Higiênico,Higiene,Loja B,Curitiba,45.07,6,0.01,Davi Pereira
2023-01-27,Refrigerante,Bebidas,Loja B,Curitiba,25.19,20,0.03,Sr. Gustavo Henrique da Rosa
2023-04-05,Café,Bebidas,Loja D,Curitiba,18.71,4,0.03,Ana Luiza Pires
2023-01-07,Queijo,Laticínios,Loja B,Curitiba,19.95,12,0.22,Sofia Barros
2023-10-29,Queijo,Laticínios,Loja C,Rio de Janeiro,33.56,7,0.18,Raul da Conceição
2023-02-14,Feijão,Alimentos,Loja B,São Paulo,4.93,7,0.06,Pedro Miguel da Costa
2023-08-17,Feijão,Alimentos,Loja A,Curitiba,17.17,16,0.3,Srta. Letícia Farias
2023-04-14,Queijo,Laticínios,Loja B,São Paulo,9.01,14,0.17,Pedro Lucas Cardoso
2023-05-10,Queijo,Laticínios,Loja C,Curitiba,24.08,4,0.27,Maitê Peixoto
2023-02-04,Leite,Laticínios,Loja D,São Paulo,10.85,9,0.21,Vitória Silva
2023-03-08,Café,Bebidas,Loja A,São Paulo,40.34,7,0.22,Augusto Peixoto
2023-07-23,Leite,Laticínios,Loja A,Rio de Janeiro,23.57,17,0.12,Milena da Rosa
2023-07-19,Papel Higiênico,Higiene,Loja C,Rio de Janeiro,11.65,6,0.17,Maria Luiza Mendes
2023-10-31,Arroz,Alimentos,Loja D,Curitiba,17.26,8,0.09,Davi Luiz Nunes
2023-05-18,Queijo,Laticínios,Loja A,Rio de Janeiro,13.52,18,0.07,Dr. Luiz Fernando Carvalho
2023-01-21,Detergente,Limpeza,Loja C,Rio de Janeiro,15.71,2,0.19,Ana Laura Cunha
2023-05-08,Sabonete,Higiene,Loja A,São Paulo,33.49,20,0.29,Sra. Yasmin Nascimento
2023-06-16,Feijão,Alimentos,Loja C,Rio de Janeiro,22.19,20,0.09,Giovanna Rocha
2023-01-30,Arroz,Alimentos,Loja C,Rio de Janeiro,37.33,9,0.05,Alexia Melo
2023-01-09,Queijo,Laticínios,Loja A,Belo Horizonte,47.45,9,0.26,Sabrina da Cruz
2023-11-21,Macarrão,Alimentos,Loja B,Belo Horizonte,13.37,9,0.06,Ryan da Conceição
2023-11-19,Papel Higiênico,Higiene,Loja B,Belo Horizonte,13.89,14,0.11,Otávio Santos
2023-09-03,Feijão,Alimentos,Loja D,Rio de Janeiro,24.59,6,0.06,Maysa Pires
2023-09-09,Detergente,Limpeza,Loja C,São Paulo,17.58,6,0.25,Dr. Henrique Moreira
2023-12-18,Macarrão,Alimentos,Loja B,São Paulo,9.75,14,0.07,Samuel Fogaça
2023-11-27,Papel Higiênico,Higiene,Loja A,Rio de Janeiro,37.16,1,0.18,Srta. Lorena Novaes
2023-07-13,Papel Higiênico,Higiene,Loja A,São Paulo,41.85,2,0.04,Yasmin das Neves
2023-02-12,Café,Bebidas,Loja B,São Paulo,40.24,1,0.29,Fernanda da Cunha
2023-02-24,Queijo,Laticínios,Loja C,São Paulo,12.51,16,0.23,Dr. Luiz Fernando Dias
2023-08-16,Detergente,Limpeza,Loja C,Curitiba,25.51,8,0.02,Davi Luiz Alves
2023-12-21,Café,Bebidas,Loja A,São Paulo,41.77,4,0.16,Lucas Ferreira
2023-02-22,Queijo,Laticínios,Loja D,Rio de Janeiro,3.06,8,0.01,Rebeca Almeida
2023-08-07,Papel Higiênico,Higiene,Loja B,Curitiba,33.8,8,0.28,Dr. João Pedro Cunha
2023-12-17,Papel Higiênico,Higiene,Loja A,Belo Horizonte,10.97,4,0.07,Dr. Enrico Monteiro
2023-05-25,Refrigerante,Bebidas,Loja A,Curitiba,8.56,3,0.27,Davi Luiz Fernandes
2023-11-06,Detergente,Limpeza,Loja B,Belo Horizonte,27.93,20,0.05,Pedro Miguel da Cunha
2023-08-06,Detergente,Limpeza,Loja C,Curitiba,19.37,4,0.08,Ian da Conceição
2023-09-13,Refrigerante,Bebidas,Loja C,São Paulo,40.08,5,0.23,Dr. Isaac Cunha
2023-03-17,Refrigerante,Bebidas,Loja B,Belo Horizonte,23.99,16,0.24,Ana Laura Moreira
2023-02-27,Macarrão,Alimentos,Loja D,Curitiba,9.8,11,0.3,Ana Beatriz Cardoso
2023-04-04,Papel Higiênico,Higiene,Loja C,Curitiba,26.23,16,0.21,Theo Silveira
2023-07-31,Macarrão,Alimentos,Loja C,Rio de Janeiro,40.7,8,0.11,Rafael da Paz
2023-10-09,Leite,Laticínios,Loja D,Rio de Janeiro,21.08,19,0.21,Ana Vitória Oliveira
2023-09-27,Macarrão,Alimentos,Loja B,São Paulo,14.05,1,0.06,Rafaela Aragão
2023-01-09,Refrigerante,Bebidas,Loja D,Rio de Janeiro,46.28,2,0.27,Benício Jesus
2023-07-04,Detergente,Limpeza,Loja C,Belo Horizonte,9.77,18,0.29,Helena Azevedo
2023-08-04,Sabonete,Higiene,Loja B,Rio de Janeiro,5.63,5,0.04,Marcos Vinicius Carvalho
2023-12-23,Detergente,Limpeza,Loja D,São Paulo,35.72,14,0.11,Marcelo da Rosa
2023-12-26,Feijão,Alimentos,Loja A,Belo Horizonte,42.36,6,0.01,Melissa Alves
2023-07-07,Detergente,Limpeza,Loja A,Rio de Janeiro,6.62,19,0.25,Sr. Renan Araújo
2023-08-02,Detergente,Limpeza,Loja B,Belo Horizonte,37.95,17,0.21,Dra. Nicole Mendes
2023-06-03,Leite,Laticínios,Loja D,Curitiba,23.87,1,0.09,Ian Vieira
2023-03-21,Arroz,Alimentos,Loja A,Rio de Janeiro,26.65,1,0.12,Luiz Fernando Vieira
2023-08-05,Leite,Laticínios,Loja C,Curitiba,36.34,14,0.28,Dra. Eloah Nunes
2023-05-20,Feijão,Alimentos,Loja D,Rio de Janeiro,37.93,13,0.19,Vitor Pereira
2023-04-23,Papel Higiênico,Higiene,Loja B,São Paulo,41.38,15,0.14,Luiz Fernando Cunha
2023-12-01,Papel Higiênico,Higiene,Loja D,Rio de Janeiro,5.57,12,0.19,Sofia Duarte
2023-04-10,Café,Bebidas,Loja A,São Paulo,6.66,20,0.23,Sofia Gonçalves
2023-06-21,Arroz,Alimentos,Loja B,Curitiba,10.65,4,0.02,Mariana Correia
2023-11-02,Arroz,Alimentos,Loja C,Rio de Janeiro,28.93,2,0.07,Thales Dias
2023-02-13,Macarrão,Alimentos,Loja A,Belo Horizonte,5.15,11,0.03,Larissa Gonçalves
2023-06-08,Arroz,Alimentos,Loja C,Curitiba,48.06,17,0.06,Gustavo Porto
2023-07-20,Refrigerante,Bebidas,Loja B,São Paulo,18.57,17,0.03,Pedro da Rocha
2023-03-18,Arroz,Alimentos,Loja D,Belo Horizonte,30.56,2,0.09,Srta. Vitória Moraes
2023-03-19,Leite,Laticínios,Loja A,São Paulo,47.78,8,0.27,Daniel Fernandes
2023-12-15,Detergente,Limpeza,Loja B,Curitiba,24.03,5,0.1,Isadora Moura
2023-07-04,Macarrão,Alimentos,Loja D,São Paulo,44.86,13,0.07,João Gabriel Novaes
2023-11-09,Macarrão,Alimentos,Loja A,Rio de Janeiro,29.64,16,0.03,Sra. Isabella Rodrigues
2023-01-08,Detergente,Limpeza,Loja C,São Paulo,26.45,15,0.09,Maria Farias
2023-06-01,Detergente,Limpeza,Loja A,Curitiba,30.1,12,0.03,Dr. Bruno Teixeira
2023-04-02,Leite,Laticínios,Loja C,Belo Horizonte,48.99,15,0.2,Bruno da Rosa
2023-03-13,Feijão,Alimentos,Loja D,São Paulo,20.08,10,0.12,Lívia Cavalcanti
2023-11-14,Detergente,Limpeza,Loja D,Curitiba,27.09,20,0.29,Yuri Fernandes
2023-07-11,Feijão,Alimentos,Loja D,Belo Horizonte,15.35,2,0.19,Luiz Gustavo Teixeira
2023-11-26,Arroz,Alimentos,Loja B,São Paulo,10.26,4,0.09,Heitor Teixeira
2023-03-23,Macarrão,Alimentos,Loja D,São Paulo,13.48,15,0.2,Diogo Rezende
2023-06-28,Leite,Laticínios,Loja D,Belo Horizonte,8.13,6,0.22,Dr. Augusto da Cunha
2023-07-23,Papel Higiênico,Higiene,Loja B,Belo Horizonte,18.45,11,0.1,Bernardo Correia
2023-11-06,Leite,Laticínios,Loja B,Belo Horizonte,8.37,15,0.01,Dr. Nicolas Moura
2023-03-21,Leite,Laticínios,Loja B,Rio de Janeiro,18.05,2,0.3,Mirella Ribeiro
2023-07-14,Arroz,Alimentos,Loja C,Belo Horizonte,48.99,7,0.02,Dra. Emanuella Caldeira
2023-01-12,Papel Higiênico,Higiene,Loja C,Curitiba,32.88,3,0.04,Alexia Aragão
2023-05-21,Papel Higiênico,Higiene,Loja A,Curitiba,44.07,15,0.26,Lívia Silva
2023-09-26,Sabonete,Higiene,Loja C,Rio de Janeiro,42.04,3,0.27,Ana Souza
2023-08-08,Refrigerante,Bebidas,Loja C,Rio de Janeiro,12.33,14,0.14,Sr. Luiz Felipe Moraes
2023-10-02,Detergente,Limpeza,Loja D,Curitiba,45.89,19,0.12,Thomas Farias
2023-01-06,Queijo,Laticínios,Loja B,São Paulo,36.97,19,0.18,Clarice da Rosa
2023-06-15,Refrigerante,Bebidas,Loja A,Rio de Janeiro,45.14,5,0.15,Julia Gomes
2023-06-12,Feijão,Alimentos,Loja D,Curitiba,27.47,1,0.3,Pedro Miguel Costa
2023-03-06,Leite,Laticínios,Loja A,São Paulo,13.28,7,0.13,Daniela Melo
2023-10-07,Detergente,Limpeza,Loja D,Rio de Janeiro,19.36,7,0.29,Pedro Lucas da Luz
2023-10-23,Arroz,Alimentos,Loja C,Curitiba,3.76,10,0.15,Yasmin Pinto
2023-03-05,Leite,Laticínios,Loja D,Belo Horizonte,22.29,12,0.25,Srta. Juliana Almeida
2023-08-07,Queijo,Laticínios,Loja C,São Paulo,46.54,15,0.13,Sra. Maria Vitória Cavalcanti
2023-04-01,Queijo,Laticínios,Loja B,Belo Horizonte,20.93,14,0.19,Sr. Diego Martins
2023-12-26,Macarrão,Alimentos,Loja A,São Paulo,40.88,4,0.03,Sr. Alexandre da Mata
2023-01-09,Macarrão,Alimentos,Loja D,São Paulo,26.33,20,0.28,Ana Júlia Moraes
2023-02-21,Leite,Laticínios,Loja A,Curitiba,43.03,7,0.07,Ana da Conceição
2023-08-21,Queijo,Laticínios,Loja D,São Paulo,12.19,16,0.29,Gabriel da Cunha
2023-06-29,Leite,Laticínios,Loja D,Belo Horizonte,3.36,12,0.23,Murilo da Luz
2023-09-17,Café,Bebidas,Loja C,Curitiba,17.45,14,0.2,Thiago Cavalcanti
2023-01-03,Papel Higiênico,Higiene,Loja A,São Paulo,4.23,12,0.25,Fernanda da Rocha
2023-09-23,Macarrão,Alimentos,Loja C,Curitiba,11.01,19,0.3,Agatha Melo
2023-05-04,Queijo,Laticínios,Loja D,Rio de Janeiro,31.96,13,0.25,Joana Nogueira
2023-10-23,Papel Higiênico,Higiene,Loja B,Belo Horizonte,48.94,6,0.12,Alana Peixoto
2023-06-12,Queijo,Laticínios,Loja B,Belo Horizonte,13.86,5,0.15,Dra. Sarah Barros
2023-11-20,Macarrão,Alimentos,Loja D,Curitiba,42.35,6,0.28,Augusto Freitas
2023-04-15,Feijão,Alimentos,Loja A,São Paulo,23.56,19,0.05,Leandro Silva
2023-11-13,Queijo,Laticínios,Loja A,Belo Horizonte,4.19,5,0.3,João Miguel da Paz
2023-11-21,Refrigerante,Bebidas,Loja B,Rio de Janeiro,33.67,8,0.09,Cauê Ribeiro
2023-10-02,Sabonete,Higiene,Loja D,Curitiba,33.99,9,0.02,Dr. Theo Pinto
2023-03-15,Arroz,Alimentos,Loja A,São Paulo,24.58,20,0.04,Emanuel Souza
2023-03-14,Café,Bebidas,Loja C,Rio de Janeiro,7.36,16,0.25,Ana Lívia Fernandes
2023-04-17,Papel Higiênico,Higiene,Loja A,Belo Horizonte,40.39,14,0.02,Dra. Ana Lívia Ribeiro
2023-11-17,Feijão,Alimentos,Loja B,Belo Horizonte,20.64,11,0.19,Sr. Yuri Souza
2023-08-19,Detergente,Limpeza,Loja B,Curitiba,3.48,6,0.2,Dra. Ana Clara Araújo
2023-11-20,Macarrão,Alimentos,Loja A,São Paulo,48.87,12,0.15,Cecília Cardoso
2023-11-11,Macarrão,Alimentos,Loja A,Rio de Janeiro,27.52,9,0.28,Júlia Azevedo
2023-04-09,Macarrão,Alimentos,Loja A,São Paulo,27.35,5,0.06,Maria Sophia da Costa
2023-07-06,Feijão,Alimentos,Loja B,São Paulo,18.39,8,0.03,Carolina das Neves
2023-12-21,Detergente,Limpeza,Loja C,Curitiba,25.63,3,0.1,Joaquim Teixeira
2023-10-10,Café,Bebidas,Loja D,Belo Horizonte,23.49,13,0.28,João da Conceição
2023-05-09,Detergente,Limpeza,Loja B,Curitiba,48.21,4,0.18,Esther da Rosa
2023-10-28,Café,Bebidas,Loja B,Rio de Janeiro,47.83,16,0.13,Guilherme Carvalho
2023-08-17,Papel Higiênico,Higiene,Loja C,Curitiba,32.28,20,0.11,Sra. Maria Clara Azevedo
2023-04-13,Macarrão,Alimentos,Loja C,Curitiba,45.2,3,0.13,Bernardo Moraes
2023-01-18,Queijo,Laticínios,Loja C,Belo Horizonte,16.79,17,0.11,João Miguel Sales
2023-01-16,Feijão,Alimentos,Loja B,Curitiba,23.18,6,0.11,Lavínia Jesus
2023-02-07,Sabonete,Higiene,Loja C,Curitiba,9.82,11,0.04,Emilly Fogaça
2023-06-13,Arroz,Alimentos,Loja C,Rio de Janeiro,24.87,11,0.27,Davi Luiz Fernandes
2023-10-15,Feijão,Alimentos,Loja D,Curitiba,31.28,17,0.07,Caroline da Paz
2023-10-15,Café,Bebidas,Loja A,Belo Horizonte,35.06,14,0.1,Srta. Ana Carolina Souza
2023-06-13,Sabonete,Higiene,Loja B,São Paulo,40.73,16,0.01,Sra. Juliana Rocha
2023-05-21,Papel Higiênico,Higiene,Loja A,São Paulo,24.28,20,0.1,Vitor Caldeira
2023-07-16,Sabonete,Higiene,Loja A,Curitiba,3.84,19,0.3,Lívia Rocha
2023-08-25,Café,Bebidas,Loja B,Belo Horizonte,4.74,18,0.28,Eloah Rodrigues
2023-01-21,Refrigerante,Bebidas,Loja A,São Paulo,25.08,14,0.22,Kamilly da Paz
2023-05-21,Refrigerante,Bebidas,Loja C,Belo Horizonte,6.75,11,0.15,Srta. Stella Nogueira
2023-01-25,Papel Higiênico,Higiene,Loja C,Belo Horizonte,26.19,4,0.25,Cauã Cavalcanti
2023-11-13,Feijão,Alimentos,Loja A,Rio de Janeiro,5.25,1,0.04,Gabrielly Aragão
2023-06-15,Papel Higiênico,Higiene,Loja B,Rio de Janeiro,7.14,12,0.24,Dr. Igor Duarte
2023-10-03,Arroz,Alimentos,Loja A,Curitiba,44.52,2,0.03,Sr. Davi Lucas da Cruz
2023-06-05,Feijão,Alimentos,Loja C,Curitiba,35.33,13,0.08,Bárbara Costa
2023-03-29,Detergente,Limpeza,Loja D,São Paulo,8.94,5,0.23,Yasmin da Cruz
2023-07-31,Leite,Laticínios,Loja A,Rio de Janeiro,30.16,16,0.29,Maria Alice Alves
2023-06-14,Leite,Laticínios,Loja B,São Paulo,15.4,10,0.21,Lavínia Araújo
2023-06-30,Queijo,Laticínios,Loja B,Rio de Janeiro,35.66,3,0.29,Erick da Cruz
2023-01-31,Sabonete,Higiene,Loja A,Rio de Janeiro,25.0,13,0.06,Lívia Fernandes
2023-02-23,Refrigerante,Bebidas,Loja B,Curitiba,38.74,10,0.21,Caroline Moreira
2023-12-02,Detergente,Limpeza,Loja A,Rio de Janeiro,13.28,12,0.12,Maria Eduarda Ferreira
2023-08-20,Macarrão,Alimentos,Loja B,Belo Horizonte,11.83,9,0.13,Lavínia Cardoso
2023-12-18,Café,Bebidas,Loja A,Rio de Janeiro,24.66,4,0.22,Heloísa Campos
2023-05-04,Arroz,Alimentos,Loja D,Rio de Janeiro,15.54,16,0.2,Nina Pinto
2023-08-20,Refrigerante,Bebidas,Loja C,São Paulo,46.57,3,0.11,Ana Carolina Nogueira
2023-04-19,Detergente,Limpeza,Loja D,Belo Horizonte,26.87,2,0.13,Luiza Nunes
2023-07-09,Feijão,Alimentos,Loja A,Belo Horizonte,37.4,14,0.06,Dra. Alice Barbosa
2023-04-07,Papel Higiênico,Higiene,Loja B,Curitiba,27.89,16,0.16,Clarice Nogueira
2023-02-25,Arroz,Alimentos,Loja B,São Paulo,13.32,2,0.27,Julia Rodrigues
2023-10-22,Café,Bebidas,Loja B,São Paulo,28.01,9,0.07,Ana Julia Fogaça
2023-11-14,Papel Higiênico,Higiene,Loja D,Belo Horizonte,7.76,9,0.15,Lucas Gabriel da Cruz
2023-03-29,Sabonete,Higiene,Loja C,Curitiba,36.18,10,0.22,Danilo Lima
2023-02-18,Detergente,Limpeza,Loja D,Curitiba,43.07,8,0.05,Marina Cunha
2023-12-15,Feijão,Alimentos,Loja B,Rio de Janeiro,18.61,15,0.04,Henrique Carvalho
2023-01-07,Leite,Laticínios,Loja D,Curitiba,3.98,9,0.26,Eduarda Caldeira
2023-03-29,Arroz,Alimentos,Loja C,Belo Horizonte,30.41,16,0.26,Kevin Ferreira
2023-08-30,Feijão,Alimentos,Loja A,São Paulo,29.66,10,0.25,Vitor Cunha
2023-09-26,Queijo,Laticínios,Loja B,Rio de Janeiro,39.44,4,0.09,Bruno Gomes
2023-06-21,Leite,Laticínios,Loja D,Curitiba,49.52,9,0.2,André Almeida
2023-05-10,Refrigerante,Bebidas,Loja D,São Paulo,41.9,10,0.21,Júlia Pinto
2023-09-23,Macarrão,Alimentos,Loja D,São Paulo,15.69,17,0.22,Sr. Leandro Gomes
2023-01-11,Detergente,Limpeza,Loja D,Rio de Janeiro,33.99,5,0.11,Juliana Azevedo
2023-01-16,Sabonete,Higiene,Loja D,Curitiba,12.7,3,0.06,Larissa Silveira
2023-07-13,Feijão,Alimentos,Loja C,Belo Horizonte,49.4,17,0.05,Sra. Ana Lívia Nunes
2023-12-14,Refrigerante,Bebidas,Loja C,Belo Horizonte,30.69,9,0.09,Pietra Moraes
2023-01-22,Macarrão,Alimentos,Loja C,São Paulo,23.37,15,0.17,Cecília Correia
2023-06-27,Café,Bebidas,Loja A,São Paulo,26.45,5,0.14,Matheus Mendes
2023-03-18,Queijo,Laticínios,Loja C,Rio de Janeiro,17.27,10,0.02,Luiz Gustavo Pires
2023-05-31,Arroz,Alimentos,Loja D,São Paulo,13.21,19,0.04,Alana da Conceição
2023-09-08,Café,Bebidas,Loja A,Belo Horizonte,19.56,1,0.01,Bárbara Carvalho
2023-03-12,Refrigerante,Bebidas,Loja C,Rio de Janeiro,47.82,9,0.04,Caio Rocha
2023-04-11,Papel Higiênico,Higiene,Loja A,Curitiba,13.29,16,0.28,Pedro Lucas Viana
2023-05-08,Papel Higiênico,Higiene,Loja D,Belo Horizonte,48.44,4,0.27,Pedro Miguel da Cruz
2023-06-04,Macarrão,Alimentos,Loja C,Rio de Janeiro,29.5,11,0.24,Sr. Murilo Castro
2023-03-13,Sabonete,Higiene,Loja C,Rio de Janeiro,22.57,7,0.09,Pietra da Mata
2023-02-13,Café,Bebidas,Loja D,Rio de Janeiro,20.67,14,0.03,Thomas Silveira
2023-09-27,Leite,Laticínios,Loja C,Curitiba,25.01,14,0.14,Matheus Porto
2023-07-30,Leite,Laticínios,Loja A,São Paulo,48.0,14,0.03,Sra. Ana Júlia Rezende
2023-03-13,Macarrão,Alimentos,Loja C,Rio de Janeiro,30.28,12,0.04,Davi Martins
2023-10-06,Macarrão,Alimentos,Loja C,São Paulo,38.5,13,0.04,Luiz Miguel Teixeira
2023-12-10,Arroz,Alimentos,Loja D,Belo Horizonte,42.44,3,0.02,Lara das Neves
2023-11-29,Feijão,Alimentos,Loja C,São Paulo,41.63,19,0.14,Igor da Cunha
2023-06-19,Arroz,Alimentos,Loja A,São Paulo,35.97,17,0.04,Luiza Nogueira
2023-09-11,Detergente,Limpeza,Loja B,Rio de Janeiro,17.14,10,0.22,Maria Julia da Costa
2023-01-04,Leite,Laticínios,Loja B,São Paulo,6.16,5,0.18,Sra. Raquel Barbosa
2023-03-03,Queijo,Laticínios,Loja A,Rio de Janeiro,12.6,16,0.01,Ana Luiza Melo
2023-09-16,Leite,Laticínios,Loja D,São Paulo,46.52,10,0.12,Gustavo Henrique Novaes
2023-04-05,Sabonete,Higiene,Loja C,Belo Horizonte,43.39,20,0.04,Igor da Conceição
2023-03-16,Arroz,Alimentos,Loja B,Rio de Janeiro,41.47,8,0.05,Luiz Miguel Carvalho
2023-12-25,Queijo,Laticínios,Loja B,Belo Horizonte,25.58,10,0.2,Milena Castro
2023-10-29,Leite,Laticínios,Loja C,Curitiba,21.39,4,0.14,Lucas Gabriel Pinto
2023-08-06,Detergente,Limpeza,Loja A,Curitiba,24.48,19,0.12,Esther Ribeiro
2023-10-25,Café,Bebidas,Loja A,Belo Horizonte,5.0,12,0.29,Yago Fernandes
2023-08-28,Leite,Laticínios,Loja C,São Paulo,49.14,12,0.15,Sr. Ian Melo
2023-09-15,Sabonete,Higiene,Loja C,Belo Horizonte,27.11,6,0.2,Isis Pires
2023-06-30,Macarrão,Alimentos,Loja C,Belo Horizonte,36.61,5,0.08,Julia Moraes
2023-12-04,Café,Bebidas,Loja D,São Paulo,46.06,16,0.11,Dr. Kaique Lima
2023-08-30,Macarrão,Alimentos,Loja B,Curitiba,9.08,11,0.18,Milena Viana
2023-10-25,Refrigerante,Bebidas,Loja D,São Paulo,5.11,6,0.07,Daniela Jesus
2023-12-07,Feijão,Alimentos,Loja D,Belo Horizonte,18.21,8,0.29,Srta. Ana Luiza Gonçalves
2023-05-02,Feijão,Alimentos,Loja B,Belo Horizonte,38.52,14,0.28,Giovanna Rezende
2023-02-01,Macarrão,Alimentos,Loja C,São Paulo,4.76,3,0.13,Lucca Vieira
2023-07-11,Macarrão,Alimentos,Loja A,Rio de Janeiro,18.09,15,0.11,Guilherme Souza
2023-11-23,Macarrão,Alimentos,Loja B,Rio de Janeiro,14.87,15,0.2,Isabelly Peixoto
2023-04-26,Sabonete,Higiene,Loja B,Belo Horizonte,41.25,7,0.03,Theo Jesus
2023-01-13,Feijão,Alimentos,Loja B,São Paulo,41.07,1,0.11,João Lucas Caldeira
2023-07-28,Macarrão,Alimentos,Loja A,Curitiba,11.71,17,0.15,Maria Eduarda das Neves
2023-04-17,Macarrão,Alimentos,Loja D,Curitiba,19.75,18,0.26,Sabrina da Rocha
2023-02-04,Leite,Laticínios,Loja D,Belo Horizonte,44.08,19,0.02,Lorena Nunes
2023-09-22,Café,Bebidas,Loja A,São Paulo,26.44,2,0.18,Bernardo Farias
2023-06-19,Arroz,Alimentos,Loja B,Curitiba,46.35,9,0.12,Sr. Enzo Lima
2023-07-03,Feijão,Alimentos,Loja B,Curitiba,6.51,19,0.07,Ana Jesus
2023-09-23,Macarrão,Alimentos,Loja C,Belo Horizonte,32.08,18,0.21,Augusto Costela
2023-02-26,Macarrão,Alimentos,Loja D,Curitiba,33.7,2,0.1,Diogo Carvalho
2023-05-14,Sabonete,Higiene,Loja C,São Paulo,9.55,18,0.25,Luiza Cardoso
2023-06-18,Arroz,Alimentos,Loja B,Belo Horizonte,6.43,19,0.27,Esther Dias
2023-12-26,Arroz,Alimentos,Loja C,São Paulo,47.65,20,0.22,Renan Aragão
2023-02-11,Queijo,Laticínios,Loja D,Rio de Janeiro,15.71,2,0.03,Paulo Melo
2023-09-12,Queijo,Laticínios,Loja B,Curitiba,23.28,10,0.23,Davi Lucas Caldeira
2023-04-27,Arroz,Alimentos,Loja A,São Paulo,39.36,7,0.16,João Gabriel Nunes
2023-07-14,Arroz,Alimentos,Loja D,São Paulo,21.19,13,0.21,Eduardo Fernandes
2023-08-09,Papel Higiênico,Higiene,Loja B,São Paulo,23.58,20,0.29,João Gabriel Teixeira
2023-07-08,Refrigerante,Bebidas,Loja B,Curitiba,23.52,2,0.07,Ryan Nascimento
2023-02-17,Macarrão,Alimentos,Loja A,Rio de Janeiro,22.41,18,0.17,Eloah Rodrigues
2023-01-08,Sabonete,Higiene,Loja A,São Paulo,5.66,15,0.05,Heitor Nunes
2023-01-23,Refrigerante,Bebidas,Loja C,Rio de Janeiro,49.91,5,0.18,Levi das Neves
2023-09-03,Feijão,Alimentos,Loja A,São Paulo,14.76,18,0.06,Lucas Aragão
2023-12-28,Refrigerante,Bebidas,Loja B,Belo Horizonte,36.52,12,0.23,Isadora Costa
2023-05-30,Sabonete,Higiene,Loja C,Curitiba,35.8,17,0.03,Alícia Gonçalves
2023-06-27,Papel Higiênico,Higiene,Loja D,Curitiba,6.69,5,0.25,Pedro Henrique Azevedo
2023-09-24,Sabonete,Higiene,Loja C,Rio de Janeiro,8.77,5,0.01,Mirella da Rosa
2023-05-01,Leite,Laticínios,Loja D,São Paulo,4.0,2,0.08,Davi Silveira
2023-10-29,Papel Higiênico,Higiene,Loja C,São Paulo,5.81,20,0.12,Dr. Lucas Peixoto
2023-01-10,Papel Higiênico,Higiene,Loja D,Belo Horizonte,5.09,7,0.11,Luiz Henrique da Cunha
2023-12-04,Papel Higiênico,Higiene,Loja A,Curitiba,4.47,12,0.28,Sr. Thiago Costa
2023-11-08,Refrigerante,Bebidas,Loja C,Rio de Janeiro,38.59,11,0.22,Isabella Vieira
2023-11-15,Papel Higiênico,Higiene,Loja D,São Paulo,40.95,18,0.12,Ana Laura Freitas
2023-12-14,Café,Bebidas,Loja D,Belo Horizonte,29.91,19,0.23,Milena Melo
2023-05-14,Detergente,Limpeza,Loja D,Belo Horizonte,38.04,8,0.04,Mariane da Mata
2023-01-08,Café,Bebidas,Loja C,São Paulo,49.94,18,0.09,Beatriz Silva
2023-10-20,Papel Higiênico,Higiene,Loja A,Curitiba,20.0,9,0.23,Manuela Santos
2023-11-08,Arroz,Alimentos,Loja A,Curitiba,29.72,11,0.25,Kevin Peixoto
2023-04-02,Leite,Laticínios,Loja D,São Paulo,23.68,15,0.01,Ana Silva
2023-07-03,Leite,Laticínios,Loja B,Belo Horizonte,5.75,3,0.08,Fernanda Silva
2023-11-09,Queijo,Laticínios,Loja C,São Paulo,23.7,9,0.23,Lavínia Fogaça
2023-05-22,Café,Bebidas,Loja D,Rio de Janeiro,13.69,6,0.04,Heloísa Farias
2023-11-13,Arroz,Alimentos,Loja B,São Paulo,33.77,6,0.21,Levi Costela
2023-08-14,Macarrão,Alimentos,Loja C,São Paulo,29.01,8,0.02,Marina da Cunha
2023-05-13,Café,Bebidas,Loja A,Curitiba,28.4,2,0.18,Caio Peixoto
2023-06-29,Feijão,Alimentos,Loja A,Belo Horizonte,8.32,3,0.07,Emanuelly Campos
2023-06-16,Macarrão,Alimentos,Loja C,Belo Horizonte,6.36,14,0.26,Ana Sophia Carvalho
2023-03-15,Arroz,Alimentos,Loja C,Curitiba,18.74,14,0.27,Gabriela da Conceição
2023-07-11,Leite,Laticínios,Loja C,São Paulo,10.53,2,0.09,Maria Sophia Pinto
2023-03-18,Macarrão,Alimentos,Loja A,São Paulo,31.62,11,0.15,Dra. Beatriz Cardoso
2023-09-18,Macarrão,Alimentos,Loja C,Rio de Janeiro,20.81,19,0.01,Dra. Heloísa da Paz
2023-03-18,Papel Higiênico,Higiene,Loja A,São Paulo,48.06,8,0.17,Bryan Teixeira
2023-10-22,Queijo,Laticínios,Loja D,São Paulo,42.84,17,0.24,Srta. Maria Eduarda Costa
